Product Name,Product Group SKU,Variant Name,Attribute 1,Option 1,Attribute 2,Option 2,Attribute 3,Option 3,Parent Category,Category,Subcategory,Brand,SKU,Barcode,Description,Customer Unit,Supplier Unit,Customer Units in One Supplier Unit,Purchase Price,Selling Price,Regular Price,Opening Supplier Quantity,Additional Customer-Unit Stock,Low Stock Alert,Status
United King Desi Gur,,,,,,,,,Grocery,Traditional Foods,Desi Gur,United King,GRO-TF-DG-UK-00576,,United King Desi Gur in Grocery > Traditional Foods. Simple product for Zephrant ERP import; one internal Default variant will be created.,KG,Bag,50,12000,280,300,0,0,10,Active
Young's Honey,,,,,,,,,Grocery,Honey & Spreads,Honey,Young's,GRO-HS-HONE-YS-00577,,Young's Honey in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Mitchell's Honey,,,,,,,,,Grocery,Honey & Spreads,Honey,Mitchell's,GRO-HS-HONE-MS-00578,,Mitchell's Honey in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
American Garden Honey,,,,,,,,,Grocery,Honey & Spreads,Honey,American Garden,GRO-HS-HONE-AG-00579,,American Garden Honey in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Nutella Honey,,,,,,,,,Grocery,Honey & Spreads,Honey,Nutella,GRO-HS-HONE-NUTE-00580,,Nutella Honey in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Young's Chocolate Spread,,,,,,,,,Grocery,Honey & Spreads,Chocolate Spread,Young's,GRO-HS-CS-YS-00581,,Young's Chocolate Spread in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Mitchell's Chocolate Spread,,,,,,,,,Grocery,Honey & Spreads,Chocolate Spread,Mitchell's,GRO-HS-CS-MS-00582,,Mitchell's Chocolate Spread in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
American Garden Chocolate Spread,,,,,,,,,Grocery,Honey & Spreads,Chocolate Spread,American Garden,GRO-HS-CS-AG-00583,,American Garden Chocolate Spread in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Nutella Chocolate Spread,,,,,,,,,Grocery,Honey & Spreads,Chocolate Spread,Nutella,GRO-HS-CS-NUTE-00584,,Nutella Chocolate Spread in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Young's Peanut Butter,,,,,,,,,Grocery,Honey & Spreads,Peanut Butter,Young's,GRO-HS-PB-YS-00585,,Young's Peanut Butter in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Mitchell's Peanut Butter,,,,,,,,,Grocery,Honey & Spreads,Peanut Butter,Mitchell's,GRO-HS-PB-MS-00586,,Mitchell's Peanut Butter in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
American Garden Peanut Butter,,,,,,,,,Grocery,Honey & Spreads,Peanut Butter,American Garden,GRO-HS-PB-AG-00587,,American Garden Peanut Butter in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Nutella Peanut Butter,,,,,,,,,Grocery,Honey & Spreads,Peanut Butter,Nutella,GRO-HS-PB-NUTE-00588,,Nutella Peanut Butter in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Young's Jam,,,,,,,,,Grocery,Honey & Spreads,Jam,Young's,GRO-HS-JAM-YS-00589,,Young's Jam in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Mitchell's Jam,,,,,,,,,Grocery,Honey & Spreads,Jam,Mitchell's,GRO-HS-JAM-MS-00590,,Mitchell's Jam in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
American Garden Jam,,,,,,,,,Grocery,Honey & Spreads,Jam,American Garden,GRO-HS-JAM-AG-00591,,American Garden Jam in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Nutella Jam,,,,,,,,,Grocery,Honey & Spreads,Jam,Nutella,GRO-HS-JAM-NUTE-00592,,Nutella Jam in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Young's Marmalade,,,,,,,,,Grocery,Honey & Spreads,Marmalade,Young's,GRO-HS-MARM-YS-00593,,Young's Marmalade in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Mitchell's Marmalade,,,,,,,,,Grocery,Honey & Spreads,Marmalade,Mitchell's,GRO-HS-MARM-MS-00594,,Mitchell's Marmalade in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
American Garden Marmalade,,,,,,,,,Grocery,Honey & Spreads,Marmalade,American Garden,GRO-HS-MARM-AG-00595,,American Garden Marmalade in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Nutella Marmalade,,,,,,,,,Grocery,Honey & Spreads,Marmalade,Nutella,GRO-HS-MARM-NUTE-00596,,Nutella Marmalade in Grocery > Honey & Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
National White Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,White Vinegar,National,GRO-VCE-WV-NATI-00597,,National White Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Shangrila White Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,White Vinegar,Shangrila,GRO-VCE-WV-SHAN-00598,,Shangrila White Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Mitchell's White Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,White Vinegar,Mitchell's,GRO-VCE-WV-MS-00599,,Mitchell's White Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Foster Clark's White Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,White Vinegar,Foster Clark's,GRO-VCE-WV-FCS-00600,,Foster Clark's White Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
National Apple Cider Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,Apple Cider Vinegar,National,GRO-VCE-ACV-NATI-00601,,National Apple Cider Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Shangrila Apple Cider Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,Apple Cider Vinegar,Shangrila,GRO-VCE-ACV-SHAN-00602,,Shangrila Apple Cider Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Mitchell's Apple Cider Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,Apple Cider Vinegar,Mitchell's,GRO-VCE-ACV-MS-00603,,Mitchell's Apple Cider Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Foster Clark's Apple Cider Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,Apple Cider Vinegar,Foster Clark's,GRO-VCE-ACV-FCS-00604,,Foster Clark's Apple Cider Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
National Synthetic Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,Synthetic Vinegar,National,GRO-VCE-SV-NATI-00605,,National Synthetic Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Shangrila Synthetic Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,Synthetic Vinegar,Shangrila,GRO-VCE-SV-SHAN-00606,,Shangrila Synthetic Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Mitchell's Synthetic Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,Synthetic Vinegar,Mitchell's,GRO-VCE-SV-MS-00607,,Mitchell's Synthetic Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Foster Clark's Synthetic Vinegar,,,,,,,,,Grocery,Vinegar & Cooking Essences,Synthetic Vinegar,Foster Clark's,GRO-VCE-SV-FCS-00608,,Foster Clark's Synthetic Vinegar in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
National Vanilla Essence,,,,,,,,,Grocery,Vinegar & Cooking Essences,Vanilla Essence,National,GRO-VCE-VE-NATI-00609,,National Vanilla Essence in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Shangrila Vanilla Essence,,,,,,,,,Grocery,Vinegar & Cooking Essences,Vanilla Essence,Shangrila,GRO-VCE-VE-SHAN-00610,,Shangrila Vanilla Essence in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Mitchell's Vanilla Essence,,,,,,,,,Grocery,Vinegar & Cooking Essences,Vanilla Essence,Mitchell's,GRO-VCE-VE-MS-00611,,Mitchell's Vanilla Essence in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Foster Clark's Vanilla Essence,,,,,,,,,Grocery,Vinegar & Cooking Essences,Vanilla Essence,Foster Clark's,GRO-VCE-VE-FCS-00612,,Foster Clark's Vanilla Essence in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
National Kewra Essence,,,,,,,,,Grocery,Vinegar & Cooking Essences,Kewra Essence,National,GRO-VCE-KE-NATI-00613,,National Kewra Essence in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Shangrila Kewra Essence,,,,,,,,,Grocery,Vinegar & Cooking Essences,Kewra Essence,Shangrila,GRO-VCE-KE-SHAN-00614,,Shangrila Kewra Essence in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Mitchell's Kewra Essence,,,,,,,,,Grocery,Vinegar & Cooking Essences,Kewra Essence,Mitchell's,GRO-VCE-KE-MS-00615,,Mitchell's Kewra Essence in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Foster Clark's Kewra Essence,,,,,,,,,Grocery,Vinegar & Cooking Essences,Kewra Essence,Foster Clark's,GRO-VCE-KE-FCS-00616,,Foster Clark's Kewra Essence in Grocery > Vinegar & Cooking Essences. Simple product for Zephrant ERP import; one internal Default variant will be created.,Liter,Carton,12,12000,450,500,0,0,5,Active
Mitchell's Mixed Fruit Jam,,,,,,,,,Grocery,Jams & Marmalades,Mixed Fruit Jam,Mitchell's,GRO-JM-MFJ-MS-00617,,Mitchell's Mixed Fruit Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
National Mixed Fruit Jam,,,,,,,,,Grocery,Jams & Marmalades,Mixed Fruit Jam,National,GRO-JM-MFJ-NATI-00618,,National Mixed Fruit Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Young's Mixed Fruit Jam,,,,,,,,,Grocery,Jams & Marmalades,Mixed Fruit Jam,Young's,GRO-JM-MFJ-YS-00619,,Young's Mixed Fruit Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
American Garden Mixed Fruit Jam,,,,,,,,,Grocery,Jams & Marmalades,Mixed Fruit Jam,American Garden,GRO-JM-MFJ-AG-00620,,American Garden Mixed Fruit Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Mitchell's Strawberry Jam,,,,,,,,,Grocery,Jams & Marmalades,Strawberry Jam,Mitchell's,GRO-JM-SJ-MS-00621,,Mitchell's Strawberry Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
National Strawberry Jam,,,,,,,,,Grocery,Jams & Marmalades,Strawberry Jam,National,GRO-JM-SJ-NATI-00622,,National Strawberry Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Young's Strawberry Jam,,,,,,,,,Grocery,Jams & Marmalades,Strawberry Jam,Young's,GRO-JM-SJ-YS-00623,,Young's Strawberry Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
American Garden Strawberry Jam,,,,,,,,,Grocery,Jams & Marmalades,Strawberry Jam,American Garden,GRO-JM-SJ-AG-00624,,American Garden Strawberry Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Mitchell's Mango Jam,,,,,,,,,Grocery,Jams & Marmalades,Mango Jam,Mitchell's,GRO-JM-MJ-MS-00625,,Mitchell's Mango Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
National Mango Jam,,,,,,,,,Grocery,Jams & Marmalades,Mango Jam,National,GRO-JM-MJ-NATI-00626,,National Mango Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Young's Mango Jam,,,,,,,,,Grocery,Jams & Marmalades,Mango Jam,Young's,GRO-JM-MJ-YS-00627,,Young's Mango Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
American Garden Mango Jam,,,,,,,,,Grocery,Jams & Marmalades,Mango Jam,American Garden,GRO-JM-MJ-AG-00628,,American Garden Mango Jam in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Mitchell's Orange Marmalade,,,,,,,,,Grocery,Jams & Marmalades,Orange Marmalade,Mitchell's,GRO-JM-OM-MS-00629,,Mitchell's Orange Marmalade in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
National Orange Marmalade,,,,,,,,,Grocery,Jams & Marmalades,Orange Marmalade,National,GRO-JM-OM-NATI-00630,,National Orange Marmalade in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Young's Orange Marmalade,,,,,,,,,Grocery,Jams & Marmalades,Orange Marmalade,Young's,GRO-JM-OM-YS-00631,,Young's Orange Marmalade in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
American Garden Orange Marmalade,,,,,,,,,Grocery,Jams & Marmalades,Orange Marmalade,American Garden,GRO-JM-OM-AG-00632,,American Garden Orange Marmalade in Grocery > Jams & Marmalades. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Young's Creamy Peanut Butter,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Creamy Peanut Butter,Young's,GRO-PBCS-CPB-YS-00633,,Young's Creamy Peanut Butter in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Nutella Creamy Peanut Butter,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Creamy Peanut Butter,Nutella,GRO-PBCS-CPB-NUTE-00634,,Nutella Creamy Peanut Butter in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
American Garden Creamy Peanut Butter,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Creamy Peanut Butter,American Garden,GRO-PBCS-CPB-AG-00635,,American Garden Creamy Peanut Butter in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Skippy Creamy Peanut Butter,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Creamy Peanut Butter,Skippy,GRO-PBCS-CPB-SKIP-00636,,Skippy Creamy Peanut Butter in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Young's Crunchy Peanut Butter,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Crunchy Peanut Butter,Young's,GRO-PBCS-CPB-YS-00637,,Young's Crunchy Peanut Butter in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Nutella Crunchy Peanut Butter,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Crunchy Peanut Butter,Nutella,GRO-PBCS-CPB-NUTE-00638,,Nutella Crunchy Peanut Butter in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
American Garden Crunchy Peanut Butter,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Crunchy Peanut Butter,American Garden,GRO-PBCS-CPB-AG-00639,,American Garden Crunchy Peanut Butter in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Skippy Crunchy Peanut Butter,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Crunchy Peanut Butter,Skippy,GRO-PBCS-CPB-SKIP-00640,,Skippy Crunchy Peanut Butter in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Young's Chocolate Spread,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Chocolate Spread,Young's,GRO-PBCS-CS-YS-00641,,Young's Chocolate Spread in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Nutella Chocolate Spread,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Chocolate Spread,Nutella,GRO-PBCS-CS-NUTE-00642,,Nutella Chocolate Spread in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
American Garden Chocolate Spread,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Chocolate Spread,American Garden,GRO-PBCS-CS-AG-00643,,American Garden Chocolate Spread in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Skippy Chocolate Spread,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Chocolate Spread,Skippy,GRO-PBCS-CS-SKIP-00644,,Skippy Chocolate Spread in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Young's Hazelnut Spread,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Hazelnut Spread,Young's,GRO-PBCS-HS-YS-00645,,Young's Hazelnut Spread in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Nutella Hazelnut Spread,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Hazelnut Spread,Nutella,GRO-PBCS-HS-NUTE-00646,,Nutella Hazelnut Spread in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
American Garden Hazelnut Spread,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Hazelnut Spread,American Garden,GRO-PBCS-HS-AG-00647,,American Garden Hazelnut Spread in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Skippy Hazelnut Spread,,,,,,,,,Grocery,Peanut Butter & Chocolate Spreads,Hazelnut Spread,Skippy,GRO-PBCS-HS-SKIP-00648,,Skippy Hazelnut Spread in Grocery > Peanut Butter & Chocolate Spreads. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Knorr Chicken Soup,,,,,,,,,Grocery,Soup & Stock Cubes,Chicken Soup,Knorr,GRO-SSC-CS-KNOR-00649,,Knorr Chicken Soup in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Maggi Chicken Soup,,,,,,,,,Grocery,Soup & Stock Cubes,Chicken Soup,Maggi,GRO-SSC-CS-MAGG-00650,,Maggi Chicken Soup in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
National Chicken Soup,,,,,,,,,Grocery,Soup & Stock Cubes,Chicken Soup,National,GRO-SSC-CS-NATI-00651,,National Chicken Soup in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Shan Chicken Soup,,,,,,,,,Grocery,Soup & Stock Cubes,Chicken Soup,Shan,GRO-SSC-CS-SHAN-00652,,Shan Chicken Soup in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Knorr Vegetable Soup,,,,,,,,,Grocery,Soup & Stock Cubes,Vegetable Soup,Knorr,GRO-SSC-VS-KNOR-00653,,Knorr Vegetable Soup in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Maggi Vegetable Soup,,,,,,,,,Grocery,Soup & Stock Cubes,Vegetable Soup,Maggi,GRO-SSC-VS-MAGG-00654,,Maggi Vegetable Soup in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
National Vegetable Soup,,,,,,,,,Grocery,Soup & Stock Cubes,Vegetable Soup,National,GRO-SSC-VS-NATI-00655,,National Vegetable Soup in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Shan Vegetable Soup,,,,,,,,,Grocery,Soup & Stock Cubes,Vegetable Soup,Shan,GRO-SSC-VS-SHAN-00656,,Shan Vegetable Soup in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Knorr Chicken Stock Cubes,,,,,,,,,Grocery,Soup & Stock Cubes,Chicken Stock Cubes,Knorr,GRO-SSC-CSC-KNOR-00657,,Knorr Chicken Stock Cubes in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Maggi Chicken Stock Cubes,,,,,,,,,Grocery,Soup & Stock Cubes,Chicken Stock Cubes,Maggi,GRO-SSC-CSC-MAGG-00658,,Maggi Chicken Stock Cubes in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
National Chicken Stock Cubes,,,,,,,,,Grocery,Soup & Stock Cubes,Chicken Stock Cubes,National,GRO-SSC-CSC-NATI-00659,,National Chicken Stock Cubes in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Shan Chicken Stock Cubes,,,,,,,,,Grocery,Soup & Stock Cubes,Chicken Stock Cubes,Shan,GRO-SSC-CSC-SHAN-00660,,Shan Chicken Stock Cubes in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Knorr Beef Stock Cubes,,,,,,,,,Grocery,Soup & Stock Cubes,Beef Stock Cubes,Knorr,GRO-SSC-BSC-KNOR-00661,,Knorr Beef Stock Cubes in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Maggi Beef Stock Cubes,,,,,,,,,Grocery,Soup & Stock Cubes,Beef Stock Cubes,Maggi,GRO-SSC-BSC-MAGG-00662,,Maggi Beef Stock Cubes in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
National Beef Stock Cubes,,,,,,,,,Grocery,Soup & Stock Cubes,Beef Stock Cubes,National,GRO-SSC-BSC-NATI-00663,,National Beef Stock Cubes in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
Shan Beef Stock Cubes,,,,,,,,,Grocery,Soup & Stock Cubes,Beef Stock Cubes,Shan,GRO-SSC-BSC-SHAN-00664,,Shan Beef Stock Cubes in Grocery > Soup & Stock Cubes. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,2400,250,300,0,0,5,Active
